Source,Transaction_Type,Weight
C1258454385,transportation,3994
C1258454385,wellnessandbeauty,126
C1258725927,food,331
C1258725927,health,373
C1258725927,home,23
C1258725927,hotelservices,176
C1258725927,sportsandtoys,8
C1258725927,tech,379
C1258725927,transportation,3981
C1258953485,barsandrestaurants,51
C1258953485,contents,57
C1258953485,fashion,22
C1258953485,food,283
C1258953485,health,344
C1258953485,hotelservices,71
C1258953485,hyper,128
C1258953485,sportsandtoys,62
C1258953485,transportation,3940
C1258953485,wellnessandbeauty,330
C1259046770,barsandrestaurants,82
C1259046770,food,258
C1259046770,health,604
C1259046770,hyper,37
C1259046770,tech,101
C1259046770,transportation,3865
C1259046770,wellnessandbeauty,26
C1259389151,barsandrestaurants,101
C1259389151,fashion,222
C1259389151,health,2426
C1259389151,home,565
C1259389151,hyper,0
C1259389151,sportsandtoys,1000
C1259389151,transportation,604
C1259389151,travel,2375
C1259389151,wellnessandbeauty,469
C1259760240,barsandrestaurants,27
C1259760240,contents,0
C1259760240,fashion,70
C1259760240,food,556
C1259760240,health,634
C1259760240,home,248
C1259760240,hotelservices,161
C1259760240,tech,83
C1259760240,transportation,3931
C1259760240,wellnessandbeauty,109
C1261640227,barsandrestaurants,158
C1261640227,food,209
C1261640227,health,101
C1261640227,home,76
C1261640227,transportation,4031
C1261640227,wellnessandbeauty,200
C1262879702,barsandrestaurants,11
C1262879702,fashion,172
C1262879702,food,282
C1262879702,health,400
C1262879702,home,96
C1262879702,tech,56
C1262879702,transportation,3956
C1262879702,wellnessandbeauty,97
C1263107170,fashion,0
C1263107170,food,326
C1263107170,health,367
C1263107170,home,76
C1263107170,tech,42
C1263107170,transportation,3974
C1263107170,wellnessandbeauty,79
C1263267362,barsandrestaurants,132
C1263267362,fashion,203
C1263267362,food,105
C1263267362,health,416
C1263267362,hotelservices,183
C1263267362,hyper,11
C1263267362,tech,219
C1263267362,transportation,3950
C1263267362,wellnessandbeauty,407
C1263461120,contents,32
C1263461120,fashion,282
C1263461120,food,271
C1263461120,health,29
C1263461120,hyper,21
C1263461120,transportation,4190
C1263461120,wellnessandbeauty,442
C1264224372,barsandrestaurants,57
C1264224372,food,136
C1264224372,health,850
C1264224372,home,95
C1264224372,hotelservices,85
C1264224372,hyper,29
C1264224372,transportation,3894
C1264224372,wellnessandbeauty,259
C1264836741,barsandrestaurants,4
C1264836741,fashion,102
C1264836741,food,182
C1264836741,health,961
C1264836741,home,423
C1264836741,hyper,28
C1264836741,tech,4
C1264836741,transportation,4324
C1264836741,wellnessandbeauty,204
C126488680,barsandrestaurants,12
C126488680,contents,136
C126488680,fashion,51
C126488680,food,362
C126488680,health,496
C126488680,transportation,4129
C126603077,barsandrestaurants,44
C126603077,contents,49
C126603077,fashion,176
C126603077,food,525
C126603077,health,636
C126603077,hyper,11
C126603077,tech,48
C126603077,transportation,3677
C126603077,wellnessandbeauty,78
C12662072,barsandrestaurants,57
C12662072,fashion,417
C12662072,food,177
C12662072,health,177
C12662072,hyper,93
C12662072,tech,65
C12662072,transportation,4223
C12662072,wellnessandbeauty,45
C1266329800,barsandrestaurants,248
C1266329800,fashion,47
C1266329800,food,239
C1266329800,hyper,40
C1266329800,tech,166
C1266329800,transportation,3897
C1266329800,wellnessandbeauty,360
C126638730,fashion,53
C126638730,health,1738
C126638730,home,613
C126638730,hotelservices,438
C126638730,sportsandtoys,1500
C126638730,travel,4290
C126638730,wellnessandbeauty,575
C1267365709,fashion,220
C1267365709,food,374
C1267365709,health,402
C1267365709,home,75
C1267365709,hyper,50
C1267365709,sportsandtoys,93
C1267365709,tech,175
C1267365709,transportation,3787
C1267365709,wellnessandbeauty,373
C1267410030,food,175
C1267410030,health,370
C1267410030,home,30
C1267410030,hyper,39
C1267410030,transportation,1761
C1267410030,wellnessandbeauty,135
C1267444276,barsandrestaurants,144
C1267444276,fashion,18
C1267444276,food,498
C1267444276,health,1078
C1267444276,tech,86
C1267444276,transportation,3772
C1267444276,wellnessandbeauty,50
C1267749701,barsandrestaurants,37
C1267749701,contents,125
C1267749701,fashion,214
C1267749701,food,327
C1267749701,health,1259
C1267749701,home,184
C1267749701,transportation,3693
C1267749701,wellnessandbeauty,241
C1267913176,barsandrestaurants,44
C1267913176,fashion,9
C1267913176,food,187
C1267913176,health,243
C1267913176,hyper,39
C1267913176,tech,83
C1267913176,transportation,4029
C1267913176,wellnessandbeauty,202
C1268275182,barsandrestaurants,117
C1268275182,contents,225
C1268275182,fashion,557
C1268275182,food,465
C1268275182,hyper,72
C1268275182,sportsandtoys,82
C1268275182,tech,29
C1268275182,transportation,3842
C1268275182,wellnessandbeauty,112
C1269217373,barsandrestaurants,44
C1269217373,contents,52
C1269217373,fashion,75
C1269217373,food,109
C1269217373,health,2021
C1269217373,home,248
C1269217373,hotelservices,253
C1269217373,hyper,139
C1269217373,otherservices,52
C1269217373,sportsandtoys,153
C1269217373,transportation,2128
C1269217373,travel,1342
C1269217373,wellnessandbeauty,357
C1269288419,barsandrestaurants,122
C1269288419,fashion,55
C1269288419,food,89
C1269288419,health,302
C1269288419,hotelservices,99
C1269288419,hyper,153
C1269288419,leisure,353
C1269288419,sportsandtoys,9
C1269288419,transportation,2575
C1269288419,wellnessandbeauty,63
C1269635185,contents,40
C1269635185,fashion,262
C1269635185,food,481
C1269635185,health,613
C1269635185,home,14
C1269635185,transportation,3996
C1269635185,wellnessandbeauty,136
C1271484467,barsandrestaurants,136
C1271484467,health,495
C1271484467,hyper,97
C1271484467,sportsandtoys,66
C1271484467,transportation,1913
C1271484467,wellnessandbeauty,88
C1271627744,barsandrestaurants,133
C1271627744,contents,129
C1271627744,fashion,143
C1271627744,food,56
C1271627744,health,1054
C1271627744,hyper,91
C1271627744,leisure,240
C1271627744,sportsandtoys,72
C1271627744,tech,577
C1271627744,transportation,1120
C1271627744,travel,4942
C1271627744,wellnessandbeauty,116
C1272188168,barsandrestaurants,129
C1272188168,fashion,257
C1272188168,food,283
C1272188168,health,6
C1272188168,hyper,127
C1272188168,sportsandtoys,452
C1272188168,transportation,3853
C1272188168,wellnessandbeauty,15
C1272326382,barsandrestaurants,33
C1272326382,fashion,112
C1272326382,food,324
C1272326382,health,1428
C1272326382,hyper,74
C1272326382,sportsandtoys,248
C1272326382,tech,53
C1272326382,transportation,3826
C1272326382,travel,3334
C1272326382,wellnessandbeauty,46
C1273015960,barsandrestaurants,37
C1273015960,health,722
C1273015960,home,54
C1273015960,hyper,232
C1273015960,sportsandtoys,81
C1273015960,transportation,3497
C1273015960,wellnessandbeauty,104
C1273110804,barsandrestaurants,10
C1273110804,food,192
C1273110804,hotelservices,336
C1273110804,hyper,78
C1273110804,sportsandtoys,444
C1273110804,transportation,3618
C1273110804,wellnessandbeauty,101
C1273564839,food,140
C1273564839,health,530
C1273564839,hyper,205
C1273564839,tech,160
C1273564839,transportation,4221
C1273564839,wellnessandbeauty,1
C1273692645,contents,13
C1273692645,fashion,108
C1273692645,food,324
C1273692645,health,1431
C1273692645,home,67
C1273692645,hotelservices,44
C1273692645,hyper,60
C1273692645,leisure,278
C1273692645,sportsandtoys,849
C1273692645,tech,21
C1273692645,transportation,2215
C1273692645,travel,5448
C1273692645,wellnessandbeauty,29
C1273885837,food,188
C1273885837,health,118
C1273885837,home,343
C1273885837,hotelservices,158
C1273885837,transportation,4726
C1273885837,wellnessandbeauty,147
C1274818444,barsandrestaurants,286
C1274818444,hyper,173
C1274818444,transportation,4233
C1274818444,wellnessandbeauty,313
C1275053057,contents,141
C1275053057,food,506
C1275053057,health,1251
C1275053057,home,137
C1275053057,hyper,3
C1275053057,tech,308
C1275053057,transportation,4067
C1275053057,wellnessandbeauty,48
C1275518867,barsandrestaurants,108
C1275518867,fashion,931
C1275518867,health,7122
C1275518867,home,632
C1275518867,hotelservices,2896
C1275518867,hyper,306
C1275518867,leisure,3454
C1275518867,otherservices,362
C1275518867,sportsandtoys,16155
C1275518867,tech,1237
C1275518867,transportation,3091
C1275518867,travel,15115
C1275518867,wellnessandbeauty,1430
C1275741147,fashion,27
C1275741147,food,185
C1275741147,sportsandtoys,303
C1275741147,transportation,3381
C1275741147,wellnessandbeauty,30
C1276892406,fashion,61
C1276892406,food,163
C1276892406,hyper,49
C1276892406,sportsandtoys,318
C1276892406,transportation,4095
C1276892406,wellnessandbeauty,586
C1278181986,barsandrestaurants,233
C1278181986,hyper,117
C1278181986,sportsandtoys,78
C1278181986,transportation,4249
C1278181986,wellnessandbeauty,196
C1279143519,barsandrestaurants,295
C1279143519,fashion,45
C1279143519,food,517
C1279143519,hyper,151
C1279143519,transportation,3858
C1279143519,wellnessandbeauty,141
C1279668658,fashion,62
C1279668658,food,447
C1279668658,home,94
C1279668658,hyper,84
C1279668658,transportation,4075
C1279668658,wellnessandbeauty,74
C1279785305,barsandrestaurants,82
C1279785305,fashion,208
C1279785305,food,132
C1279785305,health,539
C1279785305,home,131
C1279785305,hyper,203
C1279785305,transportation,3758
C1279785305,wellnessandbeauty,198
C128008012,barsandrestaurants,92
C128008012,food,165
C128008012,hotelservices,280
C128008012,leisure,227
C128008012,sportsandtoys,1177
C128008012,transportation,3821
C128008012,wellnessandbeauty,185
C1280960686,barsandrestaurants,160
C1280960686,fashion,26
C1280960686,food,465
C1280960686,health,88
C1280960686,home,119
C1280960686,hotelservices,104
C1280960686,hyper,21
C1280960686,sportsandtoys,151
C1280960686,tech,2
C1280960686,transportation,3832
C1280960686,wellnessandbeauty,248
C1281345721,barsandrestaurants,60
C1281345721,fashion,122
C1281345721,health,753
C1281345721,hyper,76
C1281345721,sportsandtoys,947
C1281345721,transportation,110
C1281345721,wellnessandbeauty,77
C1282114843,barsandrestaurants,239
C1282114843,fashion,539
C1282114843,food,89
C1282114843,health,48
C1282114843,home,48
C1282114843,hotelservices,15
C1282114843,hyper,155
C1282114843,sportsandtoys,61
C1282114843,transportation,4000
C1282114843,wellnessandbeauty,203
C1282333137,barsandrestaurants,10
C1282333137,fashion,98
C1282333137,food,27
C1282333137,health,702
C1282333137,hyper,35
C1282333137,otherservices,97
C1282333137,sportsandtoys,367
C1282333137,tech,184
C1282333137,transportation,1590
C1282333137,wellnessandbeauty,670
C1282628311,barsandrestaurants,165
C1282628311,fashion,175
C1282628311,food,38
C1282628311,hyper,90
C1282628311,transportation,3332
C1282628311,wellnessandbeauty,748
C1283110336,barsandrestaurants,79
C1283110336,contents,40
C1283110336,fashion,80
C1283110336,food,145
C1283110336,health,1452
C1283110336,hotelservices,512
C1283110336,hyper,53
C1283110336,sportsandtoys,637
C1283110336,tech,148
C1283110336,transportation,3070
C1283110336,travel,955
C1283110336,wellnessandbeauty,194
C1283534588,barsandrestaurants,158
C1283534588,fashion,73
C1283534588,health,37
C1283534588,hyper,82
C1283534588,transportation,3793
C1283534588,wellnessandbeauty,811
C1284214182,fashion,21
C1284214182,health,207
C1284214182,home,121
C1284214182,hotelservices,69
C1284214182,hyper,63
C1284214182,otherservices,183
C1284214182,transportation,2173
C1284214182,wellnessandbeauty,306
C1284327050,barsandrestaurants,200
C1284327050,fashion,245
C1284327050,health,215
C1284327050,hotelservices,364
C1284327050,leisure,274
C1284327050,sportsandtoys,77
C1284327050,transportation,1681
C1284327050,wellnessandbeauty,41
C1284515419,barsandrestaurants,38
C1284515419,fashion,140
C1284515419,food,312
C1284515419,health,602
C1284515419,transportation,3650
C1284515419,wellnessandbeauty,37
C1285086629,barsandrestaurants,35
C1285086629,health,1395
C1285086629,hyper,96
C1285086629,otherservices,66
C1285086629,sportsandtoys,56
C1285086629,transportation,1010
C1285086629,travel,4684
C1285086629,wellnessandbeauty,88
C1287167517,barsandrestaurants,14
C1287167517,fashion,66
C1287167517,food,225
C1287167517,health,390
C1287167517,hyper,84
C1287167517,transportation,4158
C1287167517,wellnessandbeauty,148
C128812892,barsandrestaurants,14
C128812892,food,617
C128812892,health,577
C128812892,hotelservices,248
C128812892,hyper,135
C128812892,sportsandtoys,108
C128812892,tech,167
C128812892,transportation,3519
C128812892,wellnessandbeauty,95
C1288983259,food,279
C1288983259,health,406
C1288983259,hyper,17
C1288983259,otherservices,60
C1288983259,sportsandtoys,272
C1288983259,transportation,1198
C1288983259,wellnessandbeauty,15
C1289081546,barsandrestaurants,98
C1289081546,fashion,228
C1289081546,food,264
C1289081546,health,23
C1289081546,home,35
C1289081546,transportation,4171
C1289081546,wellnessandbeauty,32
C1289219178,barsandrestaurants,25
C1289219178,fashion,127
C1289219178,food,244
C1289219178,health,1903
C1289219178,home,2
C1289219178,hotelservices,70
C1289219178,hyper,229
C1289219178,leisure,58
C1289219178,otherservices,31
C1289219178,sportsandtoys,656
C1289219178,transportation,3272
C1289219178,travel,2011
C1289219178,wellnessandbeauty,238
C1289834917,barsandrestaurants,0
C1289834917,health,92
C1289834917,home,92
C1289834917,hotelservices,25
C1289834917,hyper,387
C1289834917,otherservices,138
C1289834917,sportsandtoys,1069
C1289834917,transportation,112
C1289834917,wellnessandbeauty,437
C1289997724,barsandrestaurants,19
C1289997724,health,131
C1289997724,hotelservices,970
C1289997724,hyper,134
C1289997724,otherservices,671
C1289997724,sportsandtoys,54
C1289997724,transportation,1677
C1289997724,travel,2387
C1289997724,wellnessandbeauty,739
C1290093162,contents,36
C1290093162,fashion,189
C1290093162,food,594
C1290093162,health,216
C1290093162,hyper,78
C1290093162,transportation,3693
C1290093162,wellnessandbeauty,102
C1290724680,barsandrestaurants,22
C1290724680,fashion,56
C1290724680,food,43
C1290724680,health,226
C1290724680,home,192
C1290724680,hotelservices,67
C1290724680,hyper,66
C1290724680,sportsandtoys,565
C1290724680,tech,171
C1290724680,transportation,2361
C1290724680,wellnessandbeauty,25
C1292140369,barsandrestaurants,184
C1292140369,hyper,190
C1292140369,transportation,4106
C1292140369,wellnessandbeauty,186
C1292770722,barsandrestaurants,240
C1292770722,contents,60
C1292770722,fashion,85
C1292770722,food,233
C1292770722,health,384
C1292770722,hyper,74
C1292770722,transportation,3571
C1292770722,wellnessandbeauty,67
C1293338142,barsandrestaurants,72
C1293338142,contents,39
C1293338142,fashion,170
C1293338142,food,402
C1293338142,health,469
C1293338142,home,169
C1293338142,hyper,73
C1293338142,tech,75
C1293338142,transportation,3415
C1293338142,wellnessandbeauty,361
C1293338653,barsandrestaurants,17
C1293338653,fashion,102
C1293338653,food,135
C1293338653,hotelservices,75
C1293338653,hyper,123
C1293338653,transportation,2527
C1293338653,wellnessandbeauty,260
C1293579037,barsandrestaurants,172
C1293579037,fashion,51
C1293579037,food,280
C1293579037,health,170
C1293579037,hotelservices,204
C1293579037,hyper,159
C1293579037,sportsandtoys,475
C1293579037,transportation,3874
C1293579037,wellnessandbeauty,515
C129386345,barsandrestaurants,52
C129386345,fashion,471
C129386345,food,198
C129386345,health,1229
C129386345,hotelservices,187
C129386345,transportation,3833
C129386345,wellnessandbeauty,78
C1294166760,barsandrestaurants,15
C1294166760,fashion,77
C1294166760,food,345
C1294166760,health,636
C1294166760,hotelservices,763
C1294166760,hyper,152
C1294166760,otherservices,458
C1294166760,sportsandtoys,332
C1294166760,tech,3
C1294166760,transportation,2549
C1294166760,wellnessandbeauty,181
C1295444668,barsandrestaurants,66
C1295444668,fashion,9
C1295444668,food,196
C1295444668,health,248
C1295444668,hotelservices,92
C1295444668,hyper,73
C1295444668,sportsandtoys,47
C1295444668,transportation,3969
C129566217,contents,59
C129566217,fashion,96
C129566217,food,152
C129566217,health,256
C129566217,home,98
C129566217,hyper,147
C129566217,transportation,3933
C1295945354,barsandrestaurants,141
C1295945354,contents,136
C1295945354,fashion,194
C1295945354,food,377
C1295945354,health,281
C1295945354,hyper,5
C1295945354,transportation,3974
C1295945354,wellnessandbeauty,110
C1296664552,barsandrestaurants,55
C1296664552,fashion,123
C1296664552,food,249
C1296664552,hyper,82
C1296664552,otherservices,220
C1296664552,sportsandtoys,144
C1296664552,tech,44
C1296664552,transportation,3835
C1296664552,travel,533
C1296664552,wellnessandbeauty,88
C1297100897,barsandrestaurants,0
C1297100897,fashion,114
C1297100897,food,162
C1297100897,health,1824
C1297100897,hotelservices,707
C1297100897,otherservices,485
C1297100897,sportsandtoys,13
C1297100897,tech,101
C1297100897,transportation,3247
C1297100897,wellnessandbeauty,407
C1297329735,barsandrestaurants,157
C1297329735,hotelservices,82
C1297329735,hyper,12
C1297329735,transportation,2212
C1297329735,wellnessandbeauty,612
C1297358265,barsandrestaurants,190
C1297358265,fashion,2
C1297358265,food,55
C1297358265,hyper,50
C1297358265,sportsandtoys,18
C1297358265,tech,80
C1297358265,transportation,4169
C1297358265,wellnessandbeauty,148
C1297995542,fashion,134
C1297995542,food,724
C1297995542,hotelservices,339
C1297995542,transportation,4130
C1298891864,barsandrestaurants,376
C1298891864,food,164
C1298891864,health,104
C1298891864,home,11
C1298891864,sportsandtoys,19
C1298891864,transportation,3355
C1298891864,travel,1820
C1298891864,wellnessandbeauty,359
C1299279378,barsandrestaurants,122
C1299279378,fashion,201
C1299279378,food,90
C1299279378,health,970
C1299279378,home,407
C1299279378,hyper,88
C1299279378,leisure,476
C1299279378,sportsandtoys,64
C1299279378,transportation,3061
C1299279378,travel,4242
C1299279378,wellnessandbeauty,63
C1299368401,fashion,329
C1299368401,food,552
C1299368401,health,709
C1299368401,home,25
C1299368401,hyper,84
C1299368401,tech,612
C1299368401,transportation,3782
C1299368401,wellnessandbeauty,45
C1299474405,barsandrestaurants,91
C1299474405,hyper,35
C1299474405,transportation,4177
C1299474405,wellnessandbeauty,97
C1299496226,contents,130
C1299496226,fashion,187
C1299496226,food,291
C1299496226,health,718
C1299496226,hyper,180
C1299496226,transportation,3547
C1299745394,barsandrestaurants,44
C1299745394,health,1914
C1299745394,hotelservices,247
C1299745394,hyper,227
C1299745394,otherservices,93
C1299745394,transportation,2054
C1299745394,wellnessandbeauty,169
C130295904,barsandrestaurants,65
C130295904,fashion,104
C130295904,food,245
C130295904,health,204
C130295904,tech,112
C130295904,transportation,3965
C130295904,wellnessandbeauty,30
C1303226190,fashion,57
C1303226190,food,646
C1303226190,health,360
C1303226190,home,66
C1303226190,transportation,3975
C1303226190,wellnessandbeauty,19
C1303555047,barsandrestaurants,5
C1303555047,fashion,199
C1303555047,food,604
C1303555047,health,306
C1303555047,home,108
C1303555047,hotelservices,229
C1303555047,transportation,3422
C1303555047,wellnessandbeauty,440
C1303695653,barsandrestaurants,123
C1303695653,fashion,129
C1303695653,food,133
C1303695653,health,347
C1303695653,home,19
C1303695653,hyper,90
C1303695653,sportsandtoys,66
C1303695653,transportation,3990
C1303695653,wellnessandbeauty,8
C1303935849,contents,9
C1303935849,fashion,180
C1303935849,food,328
C1303935849,health,69
C1303935849,hyper,105
C1303935849,transportation,3694
C1303935849,wellnessandbeauty,257
C1304285526,contents,20
C1304285526,fashion,249
C1304285526,food,748
C1304285526,health,188
C1304285526,home,56
C1304285526,hyper,23
C1304285526,tech,9
C1304285526,transportation,3919
C1304285526,wellnessandbeauty,374
C1304286493,barsandrestaurants,50
C1304286493,fashion,35
C1304286493,food,389
C1304286493,health,182
C1304286493,home,208
C1304286493,hyper,22
C1304286493,transportation,4418
C1304286493,wellnessandbeauty,162
C1304555023,barsandrestaurants,384
C1304555023,food,117
C1304555023,health,69
C1304555023,home,174
C1304555023,hyper,85
C1304555023,sportsandtoys,109
C1304555023,tech,43
C1304555023,transportation,3158
C1304555023,travel,1580
C1304555023,wellnessandbeauty,420
C1304621872,fashion,56
C1304621872,food,444
C1304621872,health,394
C1304621872,tech,97
C1304621872,transportation,3869
C1304621872,wellnessandbeauty,202
C1305161735,barsandrestaurants,256
C1305161735,contents,13
C1305161735,health,1120
C1305161735,hotelservices,478
C1305161735,hyper,130
C1305161735,leisure,572
C1305161735,otherservices,191
C1305161735,sportsandtoys,1241
C1305161735,tech,937
C1305161735,transportation,3439
C1305161735,travel,762
C1305161735,wellnessandbeauty,208
C1305339250,barsandrestaurants,6
C1305339250,fashion,20
C1305339250,food,467
C1305339250,health,652
C1305339250,home,139
C1305339250,hyper,75
C1305339250,tech,27
C1305339250,transportation,3839
C1305339250,wellnessandbeauty,106
C1306889886,contents,51
C1306889886,fashion,107
C1306889886,food,319
C1306889886,health,681
C1306889886,home,55
C1306889886,tech,111
C1306889886,transportation,4249
C1306889886,wellnessandbeauty,194
C1307336396,barsandrestaurants,54
C1307336396,fashion,86
C1307336396,food,156
C1307336396,home,818
C1307336396,hotelservices,315
C1307336396,hyper,165
C1307336396,leisure,335
C1307336396,otherservices,572
C1307336396,sportsandtoys,436
C1307336396,transportation,3664
C1307336396,wellnessandbeauty,409
C1307916597,fashion,289
C1307916597,food,447
C1307916597,health,856
C1307916597,home,404
C1307916597,sportsandtoys,4
C1307916597,tech,114
C1307916597,transportation,3473
C1307916597,wellnessandbeauty,175
C1308910127,fashion,51
C1308910127,food,158
C1308910127,health,436
C1308910127,home,77
C1308910127,hyper,54
C1308910127,sportsandtoys,108
C1308910127,transportation,2893
C1308910127,wellnessandbeauty,223
C1309027409,barsandrestaurants,16
C1309027409,fashion,182
C1309027409,food,378
C1309027409,tech,81
C1309027409,transportation,4251
C1309027409,wellnessandbeauty,171
C1309194397,barsandrestaurants,190
C1309194397,contents,10
C1309194397,fashion,9
C1309194397,food,216
C1309194397,health,115
C1309194397,hotelservices,169
C1309194397,hyper,46
C1309194397,transportation,3882
C1309194397,wellnessandbeauty,51
C1309403692,barsandrestaurants,124
C1309403692,fashion,68
C1309403692,food,82
C1309403692,health,658
C1309403692,hyper,11
C1309403692,otherservices,117
C1309403692,tech,85
C1309403692,transportation,2791
C1309403692,wellnessandbeauty,99
C130979586,fashion,197
C130979586,health,244
C130979586,sportsandtoys,94
C130979586,wellnessandbeauty,22
C13098029,barsandrestaurants,43
C13098029,fashion,212
C13098029,food,305
C13098029,hyper,43
C13098029,sportsandtoys,175
C13098029,tech,397
C13098029,transportation,3995
C1311947724,barsandrestaurants,50
C1311947724,fashion,45
C1311947724,food,99
C1311947724,health,199
C1311947724,hyper,199
C1311947724,sportsandtoys,84
C1311947724,transportation,3328
C1311947724,wellnessandbeauty,264
C131200254,barsandrestaurants,63
C131200254,contents,166
C131200254,fashion,82
C131200254,food,190
C131200254,transportation,4366
C131200254,wellnessandbeauty,45
C1312448128,barsandrestaurants,2
C1312448128,fashion,134
C1312448128,food,397
C1312448128,health,397
C1312448128,transportation,4014
C1312448128,wellnessandbeauty,119
C1312615175,barsandrestaurants,61
C1312615175,fashion,868
C1312615175,food,210
C1312615175,health,1994
C1312615175,home,58
C1312615175,hotelservices,334
C1312615175,hyper,411
C1312615175,leisure,530
C1312615175,sportsandtoys,2857
C1312615175,transportation,2655
C1312615175,travel,3991
C1312615175,wellnessandbeauty,1665
C131296547,barsandrestaurants,146
C131296547,fashion,89
C131296547,food,95
C131296547,hyper,82
C131296547,transportation,4139
C131296547,wellnessandbeauty,315
C1313060996,fashion,103
C1313060996,food,133
C1313060996,home,25
C1313060996,hotelservices,6
C1313060996,hyper,264
C1313060996,sportsandtoys,170
C1313060996,tech,1
C1313060996,transportation,3783
C1313060996,wellnessandbeauty,504
C1314174420,barsandrestaurants,157
C1314174420,home,70
C1314174420,hyper,52
C1314174420,leisure,287
C1314174420,sportsandtoys,152
C1314174420,tech,412
C1314174420,transportation,2471
C1314174420,wellnessandbeauty,399
C131423135,food,193
C131423135,health,476
C131423135,home,289
C131423135,hyper,85
C131423135,sportsandtoys,306
C131423135,transportation,2342
C131423135,wellnessandbeauty,112
C1314533733,fashion,86
C1314533733,food,305
C1314533733,health,404
C1314533733,hotelservices,170
C1314533733,hyper,29
C1314533733,tech,47
C1314533733,transportation,4114
C1314533733,wellnessandbeauty,51
C1314685160,contents,50
C1314685160,fashion,379
C1314685160,food,344
C1314685160,health,428
C1314685160,hyper,32
C1314685160,transportation,3868
C1314685160,wellnessandbeauty,76
C1315400589,fashion,65
C1315400589,food,547
C1315400589,health,951
C1315400589,home,41
C1315400589,transportation,3824
C1315400589,wellnessandbeauty,228
C131559770,barsandrestaurants,222
C131559770,food,214
C131559770,home,151
C131559770,hyper,22
C131559770,sportsandtoys,128
C131559770,transportation,4204
C1316160034,barsandrestaurants,23
C1316160034,contents,38
C1316160034,fashion,253
C1316160034,food,460
C1316160034,health,262
C1316160034,home,88
C1316160034,hyper,45
C1316160034,tech,73
C1316160034,transportation,3361
C1316160034,wellnessandbeauty,300
C1316262830,barsandrestaurants,117
C1316262830,contents,121
C1316262830,fashion,66
C1316262830,food,294
C1316262830,health,722
C1316262830,home,178
C1316262830,hyper,72
C1316262830,sportsandtoys,165
C1316262830,transportation,4027
C1316262830,wellnessandbeauty,172
C131682780,fashion,117
C131682780,food,187
C131682780,health,138
C131682780,hyper,55
C131682780,transportation,4170
C131682780,wellnessandbeauty,110
C1316936887,barsandrestaurants,132
C1316936887,health,78
C1316936887,hyper,118
C1316936887,sportsandtoys,30
C1316936887,transportation,2918
C1316936887,wellnessandbeauty,74
C1317710133,barsandrestaurants,99
C1317710133,fashion,44
C1317710133,food,291
C1317710133,health,2584
C1317710133,home,25
C1317710133,hotelservices,175
C1317710133,hyper,25
C1317710133,leisure,263
C1317710133,sportsandtoys,1022
C1317710133,transportation,2744
C1317710133,wellnessandbeauty,514
C1318366224,barsandrestaurants,80
C1318366224,contents,36
C1318366224,food,146
C1318366224,health,269
C1318366224,hyper,147
C1318366224,transportation,2375
C1318366224,wellnessandbeauty,182
C131915922,barsandrestaurants,43
C131915922,fashion,394
C131915922,food,583
C131915922,health,438
C131915922,home,331
C131915922,hotelservices,441
C131915922,sportsandtoys,87
C131915922,tech,172
C131915922,transportation,3668
C131915922,wellnessandbeauty,379
C1319350044,fashion,1
C1319350044,food,40
C1319350044,health,369
C1319350044,hyper,20
C1319350044,otherservices,111
C1319350044,transportation,2143
C1319350044,wellnessandbeauty,154
C1320066686,barsandrestaurants,61
C1320066686,fashion,244
C1320066686,food,561
C1320066686,health,707
C1320066686,hyper,62
C1320066686,tech,530
C1320066686,transportation,3477
C1320066686,wellnessandbeauty,94
C1320820565,barsandrestaurants,4
C1320820565,hotelservices,72
C1320820565,hyper,131
C1320820565,transportation,3771
C1320820565,wellnessandbeauty,101
C1321173882,barsandrestaurants,66
C1321173882,contents,26
C1321173882,fashion,82
C1321173882,food,96
C1321173882,health,865
C1321173882,hyper,3
C1321173882,leisure,229
C1321173882,otherservices,98
C1321173882,sportsandtoys,33
C1321173882,tech,33
C1321173882,transportation,4149
C1321173882,wellnessandbeauty,1051
C1321650743,barsandrestaurants,27
C1321650743,fashion,90
C1321650743,food,102
C1321650743,hotelservices,197
C1321650743,hyper,36
C1321650743,tech,27
C1321650743,transportation,3393
C1321650743,wellnessandbeauty,858
C1321889892,barsandrestaurants,71
C1321889892,contents,63
C1321889892,food,250
C1321889892,health,68
C1321889892,hyper,67
C1321889892,tech,557
C1321889892,transportation,3767
C1321889892,wellnessandbeauty,155
C132320296,barsandrestaurants,121
C132320296,fashion,12
C132320296,health,981
C132320296,home,814
C132320296,hotelservices,514
C132320296,hyper,16
C132320296,leisure,242
C132320296,otherservices,673
C132320296,sportsandtoys,485
C132320296,transportation,2535
C132320296,travel,2464
C132320296,wellnessandbeauty,17
C132392875,fashion,25
C132392875,food,414
C132392875,health,184
C132392875,tech,190
C132392875,transportation,4305
C132392875,wellnessandbeauty,186
C1324001180,barsandrestaurants,127
C1324001180,contents,79
C1324001180,food,216
C1324001180,health,1069
C1324001180,hyper,62
C1324001180,otherservices,36
C1324001180,sportsandtoys,265
C1324001180,tech,131
C1324001180,transportation,2712
C1324001180,wellnessandbeauty,83
C132520837,food,103
C132520837,health,1168
C132520837,hyper,50
C132520837,tech,156
C132520837,transportation,1739
C132520837,wellnessandbeauty,295
C1325422547,barsandrestaurants,52
C1325422547,fashion,115
C1325422547,food,100
